1,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36
tBodyAcc-max()-Y,0.04639936743440061,-0.004832462737507334,-0.0005410608861370193,0.02314317771981612,-0.01082681911571554,0.005895703336423303,-0.009217289376613619,-0.0007535974937141006,0.0005037712084413241,-0.001622720087617908,0.004177241545119094,-0.007006959208134724,0.030646730669261477,-0.015414697417538764,-0.016296393296454187,-0.005231524360721521,0.01399945737998835,0.0041039902292645475,0.007609084621660961,0.006239734687115761,-0.022765903071523118,-0.00047579569711150014,0.0006980223893067338,-0.004687378744732952,0.005379666857397074,-0.0038014234597053575,0.014895998496992077,0.0060301905141344255,0.00880224414556596,-0.006536819995145477,-0.009944266944562867,0.0018811265837748166,0.010285833106679354,-0.013911087979675182,-0.015299614852413618,0.007637997861010884
tBodyAcc-max()-Z,0.041966820625316946,0.0013248955212194352,-0.012510041916272951,0.0039846926813758695,0.014134054367749923,-0.02041099932733046,-0.018467170835515166,-0.024526600088013013,0.004829784969761739,-0.00904647704231039,-0.007345094441777062,-0.008170090332876355,0.004367698930378712,0.025136428043266233,-0.003310033268142122,0.011933763904684444,0.00149816392994289,0.01632851682632305,-0.010001484224613437,-0.010977913297805814,-0.01123673667813242,0.004578916850411,0.031427923460907725,0.017374632144069604,0.030592144583258617,0.011246206997558083,0.0008667128086807256,0.028090829515420822,-0.023213266927622333,-0.01160741210591505,-0.018019967822883575,0.012880693244635581,0.04903993249062209,0.03737926665946953,0.006865319723791911,-0.01080476293206127
tBodyAcc-min()-X,-0.057763902201709606,0.015282538883681338,0.003713465717037533,-0.017182886907285637,0.01090341179476353,0.03556720315965454,0.015455405812371785,0.019148024624913405,-0.010806387986686818,-0.032571863560974315,-0.00024968603226686604,0.01567529175529044,0.01833163510351914,-0.007407773059806774,0.03871132674470285,0.0016046811614074871,0.0051823478124169865,-0.007921263900342826,-0.010533963978448836,0.03210641116085249,0.023547778613116157,-0.01912124747733116,-0.03432096509950287,0.0018350499093320858,0.018897268661083787,-0.00880517383269253,0.01623463531483518,-0.0009162926496852519,-0.0051873827961631995,-0.017890389269827348,-0.0058007385476466665,0.013931543397719483,0.015470654464379813,-0.008054607008457941,-0.004659034964267303,0.016528503257719162
tBodyAcc-min()-Y,-0.05440709224584135,0.014593471518520258,-0.009960699700987535,-0.04168804097130501,0.005035223204164058,-0.06571721384349899,-0.002385857109413272,-0.03395650764120198,-0.006599097614574759,0.004659319138168278,-0.007028527394566905,0.034065200849452665,-0.03311739522056004,0.04694036788842157,-0.052173973279610285,0.01795911693490039,-0.0037654407870903674,0.021589425109260662,-0.0031828408912120943,-0.007779199589424129,-0.04171524468888966,0.016561769420757693,-0.000795845711502459,0.033979740749090166,0.002554826263297869,0.009865848978592539,0.006590106084088759,0.009122113675473444,0.0023761198808370586,0.010705833198132335,0.02975678625464324,-0.020345182959836894,0.00025740894469146274,0.011615914222541173,0.03116394945335907,-0.003568718920259664
tBodyAcc-min()-Z,-0.04191103137625672,0.00039068227268782815,0.009687333938405877,0.04480865681403072,-0.07950466871660382,0.05806252089023261,-0.026816388034797786,0.013199341414450678,0.02120840907179121,0.039002723750322606,-0.00959581991249202,-0.0143958503434592,0.01464978331842264,-0.024100880373597366,-0.04684737009968502,-0.026219248107155563,0.0033020671089229424,0.007293179599505061,0.009302284815373265,-0.03262201400107696,-0.029716277550508225,0.014036280323945155,0.04280629420971019,0.0236908594542435,-0.038182293632882044,0.024644632973648457,-0.0165895958514496,0.010329045577692679,0.009584310650870441,0.03909530552097715,-0.0026279056691136072,-0.0328193418351318,-0.04437063794133329,-0.0012493189130161253,0.0017460130870616739,-0.019394773783115923
tBodyAcc-sma(),0.07691398566697487,-0.005797486267629497,-0.013738770260403314,0.017610764260482064,0.01813336145946773,-0.03860218246951125,-0.00275887372574011,-0.01681937179952589,0.006347625684572363,0.015951671590634802,0.004034835299345597,-0.03655913816383493,0.019510915114172824,0.009095772117831193,-0.0022642200509693203,-0.003909065342457322,0.008650242259077495,-0.00406044784141216,0.008826084742898782,0.007854202669192465,-0.014797815294942054,0.0006831637237841094,-0.006882659795275953,-0.018783726586635713,-0.0008053824239468787,-0.0056948901932680745,-0.0004862370995913546,0.00395724633083243,0.007308404281412887,-0.013166222686622611,0.0011956082444258102,0.003759704074859589,0.02176394565250083,0.020600714124442553,-0.017097422646188475,-0.01486747908406377
tBodyAcc-energy()-X,0.033141615173023484,-0.02072640101073262,0.010172689109933991,0.02930262053875538,0.0016860484850819678,-0.0742973806520768,0.01722736810238819,-0.003679499999683404,-0.003680280649276386,0.04211160764243607,-0.05987526823652515,-0.004583543257897432,0.0007529820016005485,0.017326087066391063,-0.02480239114504248,-0.010361125607561061,-0.008082764447427046,-0.0052611973058923865,0.025030501070138437,-0.011866911476609763,4.309276695615915e-05,4.324107454846796e-05,-0.0013166106297387414,-0.021107551068992758,-0.012854888793683577,0.006824718578912584,-0.015266561143947453,-0.0014861729141591997,-0.00030645514047388645,0.015366605488012336,0.013949476029294196,-0.025382890568156954,-0.012969080923865294,0.018938205094649458,-0.0012050100240095659,-0.01117909910726198
tBodyAcc-energy()-Y,0.019296454536795973,-0.009615156277511949,0.005331561410381138,0.038281296571796054,0.011338335088097342,0.033360120832531315,-0.009495448170090931,0.01854291795933878,0.004466198151334592,-0.012589425685926756,-0.006661872408895181,-0.019265987725579747,0.03194394124961081,-0.01829704251470959,0.004374562853000555,-0.006638372678672037,0.005475537704646827,-0.007221996313160603,0.01175552828396389,0.005256420964971994,-0.0035024412461458227,-0.0018249555609919246,-0.0020801008159987903,-0.014341255359390872,-0.002703289471319094,-0.002857299668123617,-0.002970134040940733,0.001769818123275557,0.008303816380856246,4.8670431956065765e-05,-0.00360520206933525,0.0018039157579007887,0.002352141390466738,0.0009077116117474895,-0.018448471223605423,0.006443857959833016
tBodyAcc-energy()-Z,0.022889760241124577,0.0016748187529223573,-0.011632388759312537,-0.011947739705912603,0.05183131382393673,-0.041036390714153236,0.0008958610214257476,-0.01975361353472794,-0.004561088266995257,-0.028768808229039773,0.007103036861962795,0.008632960658474569,0.006095581743289328,0.031712423336673345,0.014827538771905674,0.03583001906859645,0.010127017622781636,0.0032796019590905323,-0.002781372454984171,0.029567238580341833,-0.005122697009379343,-0.00722001925448124,-0.0319012506155665,-0.0009445021899418315,0.03347569395797526,-0.0020956642810448125,0.014245337510489802,0.006636998565984807,-0.010669110770066747,-0.037855675318634346,0.014057068672323229,0.03077275787711438,0.06759770750236178,0.00977302911147863,0.004078551568857552,-0.0020029426119797717
tBodyAcc-iqr()-X,0.05549650013124683,-0.018561726053391663,0.001356505109160852,0.014012059681120332,-0.011284096974694563,-0.05479765091350512,0.004133000681600661,-0.015700433351401134,0.009205808017651114,0.0400651096307032,-0.01000959918956671,-0.028569377987317717,0.011841883275053615,0.02804045045111689,-0.02365048743601359,-0.03289976959301603,-0.01066560034637377,0.003698177678009274,0.008153337620822277,-0.01267685199016676,-0.023831341303227182,0.024302851596924756,0.0037940786674439926,-0.011224517089556175,-0.014711478206999765,0.012635375234863697,-0.001528672775524518,0.0018041098423354292,0.01634134665077872,0.0023201470794591236,0.01917517381027158,-0.021034795403710723,-0.03311459919148492,0.002867715934346718,0.010947572416621155,-0.02180575318362625
tBodyAcc-iqr()-Y,0.0606992198243541,0.004282245016166616,-0.014755486682122152,0.049014122919051537,0.02058839868092851,0.051757631933815024,-0.03426332566628072,-0.0018703206322579651,0.012430838517307903,-0.01675618821689119,0.03976440781774736,-0.056175169739401926,0.030488003264099724,-0.04721866552482836,-0.01827167676121252,-0.010206226813075642,0.006038245667709679,-0.004216358204054274,0.019200690524603357,0.02983677197004199,-0.052634142360273445,0.0027488608894806646,-0.002981401886136213,-0.01538793891908903,-0.019646845080471098,-0.016668684916024256,0.0015290559426208547,0.007527340460124224,0.05464873124752919,0.006918802986067992,-0.007191917221539477,-0.0022288876684175567,0.01287378383640886,0.018796967674059372,-0.04435691372440151,0.014977436656533633
tBodyAcc-iqr()-Z,0.05391112422481717,0.017822241970796807,-0.028574570941512004,-0.023728188070345182,0.03772805625017054,-0.038055273961382835,-0.009355407170052713,-0.042894715720538205,0.0036781748994539278,-0.030326574928911616,0.05241887899164985,-0.00041689016515815186,0.022511403717968136,0.054144579160063704,0.01486507341286465,0.04369677568182083,0.025896593755863843,-0.002321611449063232,-0.0037828857825645988,0.036152878722900496,-0.014444419488553132,-0.007763980984494571,-0.044181363482594084,0.016350197762421973,0.024337122398498345,0.024069264509692982,0.02209048034505393,0.010862077872384645,-0.01870361980689152,-0.06664496681344359,0.009118512861376476,0.05208058712939507,0.09294750958250017,0.008946014649705465,-0.0030791682882352405,-0.033241630975528895
tBodyAcc-entropy()-X,0.06931769148989532,0.0091530970552799,-0.08174802503685216,-0.040960542177119044,-0.057225015791602885,0.05614348052546236,-0.014175594811799891,-0.011176130415152368,0.010094447429878299,0.0058431292416697535,0.08309092648914013,-0.003931672509237423,-0.012526986341319027,0.030425181613157347,-0.019998785887552502,-0.011246438683946341,0.001366571396384369,0.024755124533485877,-0.05798614506878012,0.0027977745497827665,-0.02976765479261053,0.061690246136662207,-0.013647028740047572,0.036199378954510746,0.02075603793726784,0.03902407836378841,0.0026300192632519675,0.014151751919750183,0.054346788820059826,0.019107232564986424,0.025109287728630525,0.003752465747200476,-0.08536568771652916,-0.06960321585987607,0.023222484204333455,-0.0024477525557691482
tBodyAcc-entropy()-Y,0.0676260911810049,0.05120375166296306,-0.024928426977363125,-0.011923695996316501,-0.04786306957248845,0.050134143020215,0.00865030704728752,0.027753243925030254,-0.029377152133906806,0.0015232329582645693,0.03369157552796858,-0.018039895579180575,0.017596980457507322,-0.03240343803604557,0.006488449666426918,-0.01588751755305762,0.004540243972750396,-0.0010788926584366341,-0.032405253392251004,-0.014950085398164089,0.008443736676044105,0.0014249968543402095,0.01465102183896018,-0.03087556075435778,-0.0279828837128066,-0.008986211337865773,-0.007795223020663525,-0.013999822273054541,0.03636306638711596,-0.0024959759005537016,-0.0762194516950065,0.01911023694198941,0.014069683516945111,0.014355480600826422,-0.0030980525239194517,-0.00045198504866613386
tBodyAcc-entropy()-Z,0.053537078286113225,0.039435989247359846,-0.03189974863542989,-0.0605636283243147,0.014405982645028039,-0.019376250655815695,0.03383317953038724,0.002916851957378904,-0.05720682448416567,-0.028427926985212824,0.019973421116882176,0.0126323231670337,-0.008897962159832844,0.02759837052099217,0.03312592784693695,0.03968884668915782,-0.0015668987294723392,-0.012047704987648037,0.005741370915742097,0.0004288375350976695,0.026974716069449498,-0.01456268319658998,-0.016149512195561374,-0.02535005324448374,-0.006207736486820727,-0.012379612191752903,-0.013830174831276475,-0.01462521816304292,-0.0019433659320373792,-0.014716162125644448,-0.01877910644005307,0.051112088285568874,0.014641468131304352,-0.03203738193602164,0.01125323757119869,0.030340512347719933
"tBodyAcc-arCoeff()-X,1",-0.04177948569150374,-0.006627800562319177,0.08724837856052099,0.044573858879901174,0.015413457361404367,-0.013899388709300471,0.011218880291339575,-0.03036397035666118,-0.04659686758816251,-0.02437371702743084,0.02777395778666743,0.05577048940574262,-0.012743058067830796,-0.04803089617649978,-0.034996595257304544,0.03980279431368804,0.1006085811319899,-0.033833594246996855,-0.0029664067824386685,0.0217347065455706,-0.02311555110070605,0.03345119449722816,-0.012799162123516027,-0.10098324488852739,0.04439713357630302,0.030996707544247288,0.012633326586377546,-0.019425086743255302,-0.04992042968291651,0.09490714266214205,-0.1448493111149489,-0.006482356503095099,0.08788917136571466,0.016110185317329332,-0.03580645130121133,0.07685456084367479
"tBodyAcc-arCoeff()-X,2",0.02829213894203377,0.008016894212069097,-0.023459451461611023,-0.046007047195269594,-0.0392893753684754,0.03467590720804139,-0.0054486371177163385,0.021185514040017554,0.05305230589941814,0.018708918235146508,-0.0270436759529588,-0.022742328301610343,-0.0016728955210498556,0.021310341145512505,0.045694619095180744,-0.02034669164229151,-0.11768354635034109,0.059528546382654327,0.037243742986335454,0.011989902976883371,-0.01506338153708321,-0.08589006645108122,0.04486586793813987,0.13819553645210783,-0.07178181389822291,-0.031356898907445356,-0.05342554869517294,0.05942031011328014,0.08285073400378652,-0.13100317082439406,0.1649022286442333,0.02569476309217237,-0.06592446879881272,-0.007543758270735973,0.03099274748328545,-0.060903933970979485
"tBodyAcc-arCoeff()-X,3",-0.01793043237998754,0.010052316251120274,0.008312005395428222,0.01040955151608637,0.06674656456187648,-0.011497168547088698,-0.021404262813320446,-0.028961048442738897,-0.04915472475178386,-0.06731155073825734,0.045418524028033584,0.03383886478486824,-0.005014814622845216,0.024364688462858608,-0.12367679149504297,0.021222331930631014,0.13833973959973697,-0.06527453583397866,-0.06457783285078667,-0.04380460815055486,0.00974066121259301,0.13380785483010585,-0.044639717590468045,-0.2034084714554208,0.004650358304066443,0.0263580999014524,0.07113580793191074,-0.14920682195373314,-0.1214027844478751,0.17719275055864855,-0.11077224958391074,-0.05673434292488136,0.059113385381215196,0.009417926336798676,-0.07851963378361271,0.020437837069436613
"tBodyAcc-arCoeff()-X,4",0.012409720503461069,0.0032299448107974953,0.032797843221961685,-0.012347663163729952,-0.03562720751992163,-0.026648762560839454,0.00702509994514658,0.009798053851271589,0.07276917459623061,0.07975975712919042,-0.08521222272756616,-0.040526174824796056,0.031610804852479496,-0.05031811013368882,0.08099801158593943,-0.029821827635837177,-0.059394474191522335,0.014796773843450576,0.04404559918517787,0.034023715430842275,0.025565413365422462,-0.11126983177915858,0.03472989656229066,0.15280479473854247,0.04472987823372537,-0.010130896838226369,-0.0631804238914127,0.09552313456289446,0.07097942325418152,-0.10368108761252098,0.009697512424338002,0.10497375737680283,-0.04415475448090917,0.024471547472720342,0.02899972400520753,0.02075158887766931
"tBodyAcc-arCoeff()-Y,1",-0.027394100631366325,-0.06652864417815674,0.03517857445964306,0.015643868519914738,-0.0021549465140205523,-0.06054948793128511,-0.002620911381160215,-0.02988241553958797,-0.010273491548589558,0.018834093982702034,0.03317106780482202,0.011241662187102206,0.0013237975375887253,0.022186624346880852,0.008183858892642684,-0.0007174703385212268,0.06791562181279652,-0.0014471676646512707,-0.013924783621155663,-0.03226308030919182,0.07468884994571733,-0.0322885499267472,0.031456061229427165,0.03463845067344242,0.12088055882205473,0.08353568973947115,-0.09839627942420338,-0.03801323640765881,0.07057368330573748,-0.08485115107261565,0.031945384773999795,-0.09008940138710086,0.035294624349320236,0.03053278871133302,-0.026683352968688148,0.047730598782351495
"tBodyAcc-arCoeff()-Y,2",0.02281707968085348,0.014817186899703303,-0.011408694255376986,-0.02845068874064542,-0.028848799417672974,0.04767691491968329,-0.0005943395724839674,0.012976444530745182,0.02699041961828721,-0.0006550305478451405,0.0032124826519584716,-0.004569721487305656,-0.001274901172932003,-0.0030903146302667414,0.017864061561767616,0.0188929271146694,-0.07896644153501363,0.004250727117111104,0.055460726803046534,0.048994505399726676,-0.07911402580592526,0.015849632415003565,-0.04207276997056865,-0.040078302194776275,-0.10871468249558518,-0.10434210621595195,0.11044621617533507,0.0720691156195209,-0.11517910507392855,0.1326716814489062,-0.0143382344461268,0.07519765260404913,-0.021010360190727297,-0.024791046185893156,0.055636771354289564,-0.07979408483060009
"tBodyAcc-arCoeff()-Y,3",-0.008914268377090355,-0.0012439056208550714,0.002057035239654548,0.0008061722997385477,0.04055591297468137,-0.01319351388965289,-0.0026754628261417353,5.1182774689870933e-05,-0.02921729656349367,-0.01629098183877196,0.0002309319638327327,0.00010618467976871134,0.0136387177571298,0.01699279021445109,-0.009050649658452885,-0.03820018984862476,0.12703910215489095,-0.006624856721855566,-0.08747135110789873,-0.1015744797483452,0.11476101241615529,0.005568738723801107,0.09331247016536114,0.0428226897443163,0.0787248942767094,0.12554170993209277,-0.12624207858970105,-0.12067026329747264,0.13984592551339992,-0.16070310199774543,0.031433888921717175,-0.10469480966960408,-0.003791671158216581,-0.003785078548576027,-0.06357595696984611,0.07234769168949158
"tBodyAcc-arCoeff()-Y,4",0.002216356687943798,-0.015052304960611492,-0.0010413542542581616,0.004008225879227412,-0.032876959188368644,-0.030307963140614666,-0.017577853256250647,0.003712560482401763,0.06484652616821045,0.027661970314049312,-0.06198899923806741,-0.011382195636707993,0.011420742469047613,-0.003477579341296189,-0.01834285986608632,0.04685356905178569,-0.05650622684917642,-0.014384231344116925,0.08979261487454529,0.11205384217442721,-0.08788147254468567,-0.020550625443406925,-0.1434638744952543,-0.008748144180656612,-0.03549497651898599,-0.08426314715484917,0.12527418476708163,0.10945498952411728,-0.061817188659019875,0.10034945352150058,-0.03653790106685064,0.07075312831757874,0.007927403567913166,0.013289246928064739,0.0076453025720638395,0.06544479865197271
"tBodyAcc-arCoeff()-Z,1",-0.028922820704884316,-0.0666327519957638,0.056992099874362566,0.04900168189415144,0.0009620629732727188,-0.016826625217050334,0.007859372844736355,0.004330444460567285,-0.03586746114793964,0.028321111165113683,0.003191993506375954,0.03506399887993002,-0.03266967673412347,-0.028884241421636585,-0.07448048580481866,-0.055776397615334844,0.026298986319481167,-0.016967932698385608,-0.010038520245196891,-0.06696505309143165,0.05770301153376085,0.03693168660688141,0.023113575239114618,-0.020412898961653603,0.024803865972484494,-0.11605437648986965,0.04625302864071512,0.17175961026919512,0.07473622204632711,-0.0037139781282393286,0.0234988535852889,0.10124647143092463,0.07178274959787861,-0.003948364354058223,-0.029037460204472898,-0.008121310560791925
"tBodyAcc-arCoeff()-Z,2",0.022273443419716155,0.016280437357973115,-0.020513720386216728,-0.05495842395366582,-0.007778546814823898,0.021524142685907726,0.0018775642477227516,-0.0020982260024952734,0.026088043277222132,-0.014186421451139334,-0.015130272269391478,-0.03457322759455633,0.004673897654081276,0.025164582760559773,0.0729668922779621,-0.00432975338349551,-0.06121148090970912,0.023636701282617637,0.0075549820831598904,0.07000433328903165,-0.066280974512849,-0.03897744856426852,-0.009756674116643119,0.04227790451396105,0.012819631865647042,0.11736186138346591,-0.053638493378051995,-0.1591788041363806,-0.08846085399834089,0.04409800430515367,-0.0705157820274392,-0.11120710528410548,-0.0862736704990349,0.07044716897882355,0.018902722967371933,-0.014474373973752628
"tBodyAcc-arCoeff()-Z,3",-0.011887864232758267,-0.019265775301068426,0.007587928223359058,0.021965691795691165,0.04190040039816322,0.0066457549259576485,-0.000901542151987915,0.01967207536551078,-0.04030571290546348,-0.009482051646238604,0.00939326226209902,0.032895776268294874,-0.004648482075911879,-0.009834151546812936,-0.10340164756645255,-0.008030587365611056,0.07368640970257583,-0.0259505015758319,-0.04432348545273233,-0.15256975033669057,0.11565357234508258,0.06689942248134738,0.055369669042664306,-0.07695604265741157,-0.08545949563792003,-0.16857873950275581,0.0720338220247112,0.1841045989467336,0.08852979412095287,-0.10384402422158245,0.11804364452162434,0.1434183668828701,0.10356583666412533,-0.10742072759411325,-0.027414161931675535,0.03974816180694661
"tBodyAcc-arCoeff()-Z,4",0.00615451109117817,0.009878164508293298,-0.00710660887211116,-0.014938583229375862,-0.007894116743810476,-0.034146114583988814,-0.01995755941365095,-0.0008725601917935592,0.06165356495441483,0.0151074205664429,-0.033977893875714454,-0.05611478787029685,0.023407718122059055,-0.04594318947737881,0.07590142475771242,0.00663265845361006,-0.010491425383997773,-0.013499756509614913,-0.0034689783898201204,0.17377850745564194,-0.11144218191952869,-0.0378718614407645,-0.10673959625215654,0.0847791490948424,0.1289586071017477,0.08766993657638188,-0.03000848213713888,-0.15924159568236973,-0.04264936511342368,0.06296169441093631,-0.0726101728216441,-0.05141889432878298,-0.011112134704957272,0.04586149604521505,-0.000561142141534833,-0.01698778690844457
